developers	commits	updates	class
5	58	6	strong
3	72	7	strong
3	94	11	strong
3	115	5	strong
2	98	11	strong
3	114	9	strong
2	129	8	strong
2	62	9	strong
3	96	11	strong
5	97	12	strong
6	230	25	strong
2	63	11	strong
10	95	5	strong
2	55	8	strong
5	94	14	strong
2	59	8	strong
5	99	3	strong
6	227	22	strong
5	96	9	strong
9	108	12	strong
3	91	2	strong
4	88	9	strong
2	102	10	strong
3	45	1	strong
5	146	16	strong
5	124	13	strong
2	85	6	strong
2	117	5	strong
3	84	3	strong
3	156	1	strong
6	131	16	strong
6	218	19	strong
2	110	11	strong
3	99	13	strong
3	55	9	strong
10	75	5	strong
2	54	7	strong
3	92	6	strong
3	56	8	strong
5	114	14	strong
2	58	8	strong
5	96	13	strong
7	64	0	strong
2	95	6	strong
3	42	4	strong
3	74	1	strong
2	123	12	strong
10	46	5	strong
9	145	17	strong
5	135	13	strong
6	147	18	strong
6	138	15	strong
3	42	1	strong
6	102	11	strong
2	127	11	strong
3	135	11	strong
3	188	1	strong
3	101	14	strong
3	85	15	strong
3	84	11	strong
3	34	1	strong
5	197	23	strong
5	103	19	strong
4	117	11	strong
2	160	10	strong
3	67	16	strong
5	131	14	strong
2	30	5	strong
2	117	4	strong
9	252	32	strong
2	71	13	strong
5	62	11	strong
3	66	10	strong
3	138	18	strong
5	124	13	strong
3	131	21	strong
2	208	17	strong
3	41	1	strong
4	207	14	strong
3	101	3	strong
2	125	6	strong
6	140	16	strong
3	111	10	strong
8	219	13	strong
5	119	11	strong
3	110	11	strong
3	81	7	strong
2	156	14	strong
6	157	16	strong
3	97	13	strong
2	64	8	strong
7	90	15	strong
3	62	8	strong
3	75	17	strong
2	103	12	strong
2	108	3	strong
5	196	21	strong
3	103	4	strong
3	115	14	strong
3	33	1	strong
5	127	21	strong
5	116	10	strong
3	155	7	strong
2	63	15	strong
9	148	19	strong
5	61	8	strong
2	81	6	strong
3	137	3	strong
3	79	1	strong
3	59	2	strong
2	176	5	strong
6	102	11	strong
3	77	8	strong
3	105	11	strong
3	57	17	strong
3	33	1	strong
4	87	10	strong
3	88	12	strong
2	40	6	strong
2	107	16	strong
2	39	4	strong
3	133	16	strong
2	111	9	strong
3	210	15	strong
3	40	3	strong
2	96	13	strong
5	51	9	strong
6	127	19	strong
6	78	8	strong
2	76	12	strong
2	130	8	strong
3	73	3	strong
2	94	12	strong
3	74	13	strong
2	203	6	strong
8	213	14	strong
3	172	25	strong
2	59	2	strong
3	107	10	strong
3	95	15	strong
12	71	8	strong
3	50	1	strong
3	117	11	strong
4	91	11	strong
6	75	4	strong
4	131	8	strong
2	209	8	strong
2	81	8	strong
3	68	5	strong
3	106	11	strong
4	95	11	strong
6	103	13	strong
5	84	10	strong
2	101	12	strong
2	95	14	strong
3	131	8	strong
3	141	26	strong
3	65	10	strong
2	40	5	strong
2	85	6	strong
2	114	13	strong
3	23	1	strong
3	124	21	strong
9	150	21	strong
2	89	14	strong
5	88	9	strong
3	65	7	strong
3	147	11	strong
6	70	10	strong
5	80	3	strong
2	114	14	strong
2	61	4	strong
5	141	15	strong
3	154	24	strong
3	85	9	strong
3	104	10	strong
4	61	6	strong
5	205	16	strong
3	66	12	strong
5	88	8	strong
5	119	2	strong
4	34	8	strong
4	45	4	strong
2	60	6	strong
3	101	5	strong
3	73	8	strong
3	85	18	strong
4	75	8	strong
3	47	0	strong
4	205	13	strong
4	114	13	strong
5	58	6	strong
3	60	10	strong
3	100	11	strong
3	115	12	strong
3	120	14	strong
2	115	20	strong
2	145	12	strong
6	181	26	strong
2	189	8	strong
2	55	14	strong
3	110	21	strong
3	104	12	strong
4	82	9	strong
12	264	25	strong
3	195	7	strong
5	188	12	strong
3	108	8	strong
14	201	11	strong
3	102	10	strong
4	77	8	strong
2	99	9	strong
7	97	7	strong
5	67	20	strong
3	115	2	strong
3	49	4	strong
5	192	11	strong
3	119	11	strong
5	110	14	strong
2	59	5	strong
3	95	9	strong
7	50	7	strong
5	97	10	strong
7	131	22	strong
3	97	7	strong
3	87	10	strong
2	101	10	strong
3	46	1	strong
2	119	8	strong
3	161	0	strong
2	88	8	strong
3	166	2	strong
2	108	9	strong
2	138	13	strong
5	105	7	strong
3	161	26	strong
3	96	15	strong
6	102	11	strong
3	105	20	strong
2	125	7	strong
3	64	0	strong
5	148	12	strong
3	80	7	strong
2	65	11	strong
3	93	1	strong
5	129	7	strong
2	49	7	strong
3	130	3	strong
5	93	8	strong
3	95	9	strong
3	134	10	strong
2	106	6	strong
3	85	4	strong
4	41	8	strong
5	56	6	strong
6	137	19	strong
5	44	7	strong
6	155	8	strong
5	130	11	strong
2	26	4	strong
3	112	9	strong
5	73	6	strong
4	86	9	strong
6	226	21	strong
3	90	7	strong
6	100	9	strong
2	84	10	strong
2	138	13	strong
3	79	2	strong
4	45	9	strong
3	169	1	strong
5	81	12	strong
7	198	7	strong
4	61	7	strong
2	41	5	strong
2	51	6	strong
3	101	13	strong
5	138	5	strong
2	87	6	strong
3	155	1	strong
3	65	3	strong
8	161	15	strong
4	122	9	strong
5	48	4	strong
3	128	10	strong
3	95	7	strong
5	152	15	strong
3	57	13	strong
2	90	3	strong
5	72	1	strong
4	84	13	strong
4	85	8	strong
6	137	13	strong
2	55	7	strong
2	89	9	strong
3	174	1	strong
5	106	13	strong
3	61	11	strong
2	117	5	strong
4	85	6	strong
6	173	19	strong
2	84	6	strong
5	75	15	strong
2	93	9	strong
3	125	2	strong
5	177	17	strong
6	106	5	strong
3	44	4	strong
3	129	13	strong
4	38	7	strong
3	86	10	strong
2	67	6	strong
2	100	12	strong
6	130	5	strong
2	82	13	strong
2	111	15	strong
2	130	6	strong
2	94	7	strong
2	61	7	strong
5	175	13	strong
2	51	6	strong
9	174	26	strong
5	138	14	strong
2	80	2	strong
2	101	15	strong
3	172	0	strong
2	213	16	strong
5	111	11	strong
3	166	1	strong
4	82	8	strong
5	63	7	strong
4	74	8	strong
5	213	15	strong
4	121	14	strong
3	44	1	strong
5	91	9	strong
2	88	10	strong
3	81	7	strong
3	67	16	strong
3	103	6	strong
3	144	11	strong
2	52	5	strong
2	130	5	strong
3	86	10	strong
3	108	11	strong
3	101	11	strong
3	116	15	strong
2	130	7	strong
3	104	7	strong
2	84	11	strong
3	91	6	strong
3	51	2	strong
2	40	8	strong
3	95	8	strong
2	34	5	strong
3	44	2	strong
3	180	2	strong
3	79	5	strong
2	43	5	strong
5	276	18	strong
3	127	14	strong
3	99	9	strong
8	152	14	strong
3	75	10	strong
2	63	9	strong
3	113	10	strong
6	94	4	strong
5	68	7	strong
3	65	3	strong
10	49	2	strong
8	227	14	strong
3	117	17	strong
8	249	16	strong
3	73	9	strong
6	132	14	strong
11	152	16	strong
4	196	11	strong
6	139	15	strong
3	91	12	strong
6	106	15	strong
2	105	10	strong
2	94	6	strong
3	78	0	strong
5	67	8	strong
2	148	14	strong
2	88	7	strong
2	70	8	strong
7	0	0	strong
3	104	3	strong
3	71	9	strong
2	94	13	strong
5	271	22	strong
5	263	13	strong
2	81	5	strong
2	74	0	strong
5	187	7	strong
2	65	6	strong
3	93	16	strong
9	85	25	strong
3	201	4	strong
3	41	4	strong
3	166	0	strong
3	51	2	strong
3	60	4	strong
3	69	7	strong
5	111	8	strong
7	103	23	strong
3	154	30	strong
3	80	4	strong
2	78	10	strong
7	61	9	strong
3	94	9	strong
3	163	8	strong
3	60	4	strong
2	68	6	strong
5	112	6	strong
2	94	6	strong
3	76	7	strong
3	61	8	strong
3	60	9	strong
4	118	5	strong
5	86	13	strong
9	137	20	strong
3	103	21	strong
2	81	7	strong
3	78	19	strong
3	107	6	strong
3	66	7	strong
3	224	15	strong
2	88	8	strong
3	155	1	strong
3	96	13	strong
3	186	0	strong
3	94	14	strong
5	252	18	strong
3	75	11	strong
3	78	17	strong
12	117	16	strong
10	118	5	strong
2	93	10	strong
4	94	6	strong
3	70	8	strong
2	79	11	strong
5	62	11	strong
5	127	8	strong
3	40	2	strong
3	89	3	strong
4	85	7	strong
2	87	9	strong
6	118	8	strong
9	123	16	strong
2	120	11	strong
7	7	0	strong
3	116	14	strong
2	75	4	strong
2	138	14	strong
6	106	12	strong
4	79	6	strong
3	108	0	strong
3	66	2	strong
6	89	10	strong
6	81	7	strong
4	62	6	strong
4	77	11	strong
4	46	8	strong
5	76	9	strong
3	80	5	strong
9	227	17	strong
2	73	6	strong
2	201	10	strong
3	62	7	strong
3	47	5	strong
5	96	10	strong
3	231	15	strong
9	192	28	strong
5	123	11	strong
2	143	8	strong
3	123	18	strong
2	95	10	strong
3	103	11	strong
5	83	5	strong
3	102	22	strong
3	87	18	strong
5	120	8	strong
5	133	9	strong
2	53	11	strong
9	159	23	strong
2	67	9	strong
3	117	2	strong
3	116	12	strong
2	61	5	strong
2	149	22	strong
3	81	0	strong
2	67	7	strong
3	72	3	strong
6	141	18	strong
5	107	10	strong
3	72	11	strong
2	115	9	strong
8	151	35	strong
2	33	5	strong
3	81	8	strong
2	88	12	strong
2	216	18	strong
2	83	2	strong
6	114	12	strong
3	122	9	strong
3	50	4	strong
5	43	2	strong
3	105	6	strong
5	146	7	strong
2	46	6	strong
10	16	2	strong
3	57	9	strong
3	72	10	strong
2	87	9	strong
2	227	19	strong
3	65	7	strong
6	146	15	strong
3	86	7	strong
2	32	2	strong
3	59	1	strong
2	60	9	strong
2	101	9	strong
6	112	14	strong
2	222	15	strong
3	96	1	strong
8	174	20	strong
3	131	10	strong
6	121	17	strong
2	97	16	strong
2	89	9	strong
3	122	13	strong
2	36	4	strong
8	267	26	strong
2	76	6	strong
2	116	6	strong
3	59	3	strong
7	7	0	strong
6	151	21	strong
3	107	13	strong
4	137	21	strong
3	121	24	strong
3	107	11	strong
3	58	1	strong
3	102	1	strong
4	74	11	strong
5	87	1	strong
4	79	7	strong
3	67	7	strong
2	55	6	strong
3	128	16	strong
3	70	11	strong
9	92	13	strong
4	104	9	strong
2	65	6	strong
2	68	9	strong
5	96	5	strong
3	116	9	strong
3	80	5	strong
10	93	3	strong
2	123	9	strong
2	45	3	strong
2	108	15	strong
8	131	16	strong
6	113	12	strong
6	141	20	strong
3	81	7	strong
12	84	11	strong
5	153	13	strong
5	114	3	strong
2	79	9	strong
3	57	1	strong
3	123	8	strong
10	82	6	strong
2	138	10	strong
4	134	1	strong
3	73	9	strong
2	149	10	strong
3	83	8	strong
8	214	19	strong
2	105	10	strong
3	59	6	strong
6	121	17	strong
2	97	13	strong
3	13	0	strong
5	130	11	strong
3	57	5	strong
4	58	6	strong
3	122	12	strong
3	216	2	strong
2	131	17	strong
5	119	13	strong
2	95	16	strong
3	124	11	strong
2	67	10	strong
4	81	4	strong
2	99	7	strong
3	157	6	strong
5	77	7	strong
5	107	10	strong
4	130	10	strong
5	193	9	strong
7	0	0	strong
3	45	1	strong
3	133	18	strong
3	87	18	strong
3	76	11	strong
2	36	13	strong
3	82	4	strong
3	38	5	strong
3	68	4	strong
2	77	6	strong
2	127	14	strong
9	159	21	strong
2	77	10	strong
2	71	9	strong
2	76	6	strong
3	80	9	strong
4	82	8	strong
2	62	5	strong
3	44	1	strong
3	101	14	strong
2	115	9	strong
3	84	6	strong
3	76	6	strong
2	66	7	strong
3	69	9	strong
6	115	13	strong
4	21	6	strong
3	87	14	strong
3	101	11	strong
4	70	5	strong
3	126	6	strong
2	129	8	strong
3	102	8	strong
5	64	6	strong
2	114	15	strong
5	131	10	strong
3	119	14	strong
3	73	2	strong
6	125	14	strong
3	91	3	strong
13	91	9	strong
3	46	2	strong
3	97	11	strong
12	125	14	strong
2	45	1	strong
3	107	7	strong
3	86	9	strong
2	59	6	strong
2	118	13	strong
3	59	8	strong
3	88	10	strong
3	91	10	strong
4	105	11	strong
3	162	3	strong
10	23	3	strong
3	186	1	strong
7	26	0	strong
3	96	19	strong
3	83	1	strong
3	56	8	strong
3	71	8	strong
5	75	10	strong
2	112	6	strong
2	73	5	strong
3	76	5	strong
3	144	3	strong
6	186	26	strong
3	129	5	strong
5	119	15	strong
3	189	6	strong
3	67	7	strong
3	107	14	strong
3	113	12	strong
3	73	8	strong
3	47	2	strong
5	81	9	strong
3	52	20	strong
6	109	17	strong
5	152	16	strong
6	134	14	strong
3	68	10	strong
3	94	4	strong
2	89	6	strong
2	71	1	strong
2	44	9	strong
3	49	7	strong
3	79	9	strong
2	92	12	strong
2	189	9	strong
2	50	12	strong
3	149	17	strong
2	49	9	strong
3	118	4	strong
3	69	1	strong
2	127	8	strong
5	153	12	strong
2	85	10	strong
3	45	0	strong
4	65	7	strong
3	61	2	strong
3	78	9	strong
3	176	2	strong
2	78	9	strong
3	100	3	strong
3	32	0	strong
6	162	21	strong
5	95	11	strong
3	145	18	strong
3	68	1	strong
3	92	7	strong
2	70	7	strong
4	42	4	strong
5	108	7	strong
2	107	5	strong
3	94	13	strong
3	92	9	strong
3	86	4	strong
2	102	11	strong
2	72	6	strong
5	69	10	strong
3	59	2	strong
3	42	0	strong
3	78	9	strong
5	128	7	strong
2	121	5	strong
8	176	21	strong
3	88	6	strong
8	120	10	strong
2	63	6	strong
4	45	13	strong
11	56	5	strong
3	145	9	strong
4	99	10	strong
8	126	13	strong
3	47	5	strong
7	142	14	strong
2	76	6	strong
3	46	7	strong
3	102	12	strong
5	90	10	strong
3	65	4	strong
3	212	17	strong
3	78	1	strong
3	197	7	strong
3	55	0	strong
2	117	13	strong
2	73	9	strong
2	114	9	strong
4	143	11	strong
8	152	17	strong
3	43	7	strong
3	152	15	strong
6	151	15	strong
3	60	10	strong
2	85	10	strong
4	92	4	strong
3	121	15	strong
3	82	4	strong
3	54	5	strong
3	122	7	strong
3	77	11	strong
4	55	4	strong
2	76	9	strong
3	127	12	strong
3	179	1	strong
4	44	5	strong
2	137	14	strong
3	66	1	strong
3	97	4	strong
6	122	14	strong
2	36	5	strong
3	86	5	strong
2	78	9	strong
3	50	3	strong
3	71	1	strong
5	197	11	strong
5	69	8	strong
5	57	8	strong
6	81	4	strong
2	121	8	strong
2	53	7	strong
2	47	6	strong
3	46	4	strong
6	215	15	strong
5	231	16	strong
3	80	9	strong
4	119	10	strong
3	108	17	strong
3	223	15	strong
6	136	4	strong
5	144	16	strong
3	127	10	strong
5	78	10	strong
2	111	15	strong
3	66	9	strong
8	147	14	strong
5	104	6	strong
3	121	13	strong
5	87	9	strong
2	98	6	strong
4	43	0	strong
9	100	13	strong
4	115	18	strong
5	136	15	strong
5	64	9	strong
4	119	10	strong
7	101	14	strong
6	87	7	strong
6	173	20	strong
6	148	14	strong
3	133	8	strong
2	80	9	strong
5	135	7	strong
5	98	7	strong
3	95	8	strong
2	105	15	strong
8	231	15	strong
4	115	12	strong
3	76	1	strong
2	91	12	strong
3	163	17	strong
3	40	0	strong
2	62	9	strong
3	86	7	strong
3	52	3	strong
3	87	4	strong
4	137	12	strong
3	90	5	strong
2	75	12	strong
3	95	12	strong
3	62	6	strong
5	76	8	strong
5	142	11	strong
3	133	19	strong
3	92	0	strong
3	92	13	strong
5	91	7	strong
3	139	15	strong
4	66	13	strong
3	119	14	strong
2	73	8	strong
4	76	6	strong
6	117	5	strong
2	59	7	strong
3	90	2	strong
3	104	12	strong
3	50	0	strong
5	101	10	strong
5	68	13	strong
2	84	9	strong
4	86	9	strong
3	71	0	strong
4	95	9	strong
2	74	0	strong
2	99	7	strong
3	117	11	strong
2	97	12	strong
3	159	2	strong
3	111	7	strong
8	242	21	strong
3	112	8	strong
3	161	2	strong
3	156	18	strong
3	42	4	strong
3	152	8	strong
3	189	1	strong
6	170	21	strong
3	90	8	strong
5	115	25	strong
6	124	12	strong
2	65	9	strong
3	95	4	strong
2	84	8	strong
2	86	7	strong
3	79	5	strong
6	167	17	strong
3	72	1	strong
2	97	12	strong
4	66	14	strong
3	52	1	strong
3	21	1	strong
2	63	9	strong
3	113	3	strong
5	118	13	strong
3	77	9	strong
2	59	6	strong
3	92	3	strong
3	145	5	strong
2	71	10	strong
2	53	6	strong
2	65	4	strong
2	71	6	strong
8	150	17	strong
3	129	13	strong
3	66	4	strong
3	57	13	strong
2	53	7	strong
3	91	12	strong
4	94	9	strong
3	71	9	strong
3	64	7	strong
3	93	16	strong
3	74	4	strong
3	157	1	strong
5	135	15	strong
2	150	12	strong
3	55	5	strong
4	43	4	strong
7	26	0	strong
3	83	10	strong
2	78	11	strong
2	68	7	strong
5	115	9	strong
2	60	6	strong
3	95	0	strong
3	89	11	strong
2	38	8	strong
2	184	11	strong
4	83	11	strong
2	71	6	strong
3	126	0	strong
5	87	17	strong
2	78	7	strong
3	23	0	strong
5	98	9	strong
3	64	5	strong
2	94	7	strong
8	165	14	strong
3	70	0	strong
4	82	7	strong
2	152	13	strong
3	116	15	strong
6	131	14	strong
8	125	15	strong
3	112	10	strong
3	108	7	strong
3	103	14	strong
5	157	11	strong
4	112	13	strong
2	54	5	strong
2	80	10	strong
2	77	6	strong
2	56	6	strong
5	122	17	strong
2	91	8	strong
5	107	10	strong
2	90	10	strong
2	70	0	strong
6	163	18	strong
3	121	15	strong
2	85	6	strong
8	240	15	strong
3	61	11	strong
2	122	6	strong
2	98	11	strong
2	43	6	strong
2	113	14	strong
6	136	8	strong
3	115	14	strong
6	144	12	strong
3	94	11	strong
3	71	10	strong
8	189	21	strong
2	94	8	strong
7	139	14	strong
3	42	2	strong
2	57	3	strong
4	133	1	strong
6	196	7	strong
2	107	0	strong
2	131	10	strong
3	108	3	strong
2	126	8	strong
5	142	14	strong
3	92	6	strong
3	95	15	strong
2	66	9	strong
2	35	5	strong
3	69	8	strong
3	94	6	strong
2	95	18	strong
3	56	2	strong
2	67	7	strong
3	147	10	strong
2	97	10	strong
11	123	8	strong
3	126	15	strong
4	47	5	strong
2	200	9	strong
2	123	14	strong
5	86	10	strong
6	87	15	strong
2	65	11	strong
8	159	12	strong
5	106	8	strong
3	93	9	strong
6	95	8	strong
8	174	14	strong
8	117	11	strong
2	72	10	strong
6	217	17	strong
3	83	12	strong
6	149	12	strong
5	142	10	strong
6	94	19	strong
2	72	6	strong
6	137	17	strong
5	84	12	strong
3	20	4	strong
3	52	4	strong
6	221	14	strong
3	77	10	strong
3	181	1	strong
3	139	17	strong
2	67	6	strong
9	145	19	strong
3	86	7	strong
2	90	10	strong
2	80	19	strong
2	85	6	strong
3	40	2	strong
2	106	15	strong
11	96	4	strong
5	111	15	strong
5	217	13	strong
3	68	10	strong
2	91	3	strong
8	63	13	strong
6	127	12	strong
6	164	19	strong
3	176	1	strong
2	40	9	strong
3	129	14	strong
5	73	9	strong
6	128	13	strong
2	81	7	strong
6	232	12	strong
5	54	3	strong
3	147	1	strong
3	135	0	strong
2	37	5	strong
6	130	25	strong
2	45	2	strong
3	103	2	strong
3	86	2	strong
3	104	12	strong
3	74	3	strong
3	128	15	strong
3	90	7	strong
12	140	21	strong
3	93	8	strong
3	81	8	strong
4	89	6	strong
3	152	3	strong
3	98	1	strong
4	126	8	strong
3	40	4	strong
3	67	13	strong
2	91	7	strong
3	47	8	strong
6	115	12	strong
2	88	11	strong
2	94	7	strong
4	7	2	strong
2	69	6	strong
6	161	17	strong
3	97	0	strong
3	87	10	strong
10	73	1	strong
3	91	9	strong
3	186	9	strong
2	97	10	strong
2	78	4	strong
3	50	9	strong
6	86	15	strong
2	108	15	strong
3	107	16	strong
3	146	12	strong
3	97	6	strong
3	85	4	strong
3	71	2	strong
3	74	5	strong
3	82	2	strong
5	105	11	strong
3	82	2	strong
3	52	5	strong
5	186	6	strong
3	94	8	strong
3	37	4	strong
3	64	3	strong
10	114	17	strong
3	76	4	strong
8	138	13	strong
4	115	20	strong
3	67	1	strong
3	105	2	strong
3	58	6	strong
3	79	5	strong
3	82	8	strong
3	53	5	strong
6	117	11	strong
2	106	8	strong
6	56	6	strong
3	79	7	strong
3	137	8	strong
3	146	2	strong
3	69	8	strong
3	114	15	strong
3	92	8	strong
4	43	7	strong
3	108	11	strong
3	76	10	strong
4	124	0	strong
3	45	2	strong
3	130	9	strong
2	102	4	strong
3	167	1	strong
3	154	3	strong
5	81	5	strong
3	75	9	strong
4	58	10	strong
3	102	4	strong
3	191	2	strong
2	85	8	strong
3	71	0	strong
2	50	7	strong
2	34	9	strong
2	89	6	strong
3	55	0	strong
2	126	10	strong
2	126	13	strong
4	87	9	strong
11	100	4	strong
2	108	9	strong
3	157	1	strong
2	130	8	strong
4	106	17	strong
3	89	10	strong
3	74	7	strong
3	78	4	strong
3	118	12	strong
2	88	9	strong
3	155	2	strong
3	108	3	strong
4	80	9	strong
2	45	6	strong
4	79	9	strong
3	112	2	strong
11	53	3	strong
3	78	5	strong
4	109	9	strong
2	66	7	strong
6	205	11	strong
2	98	10	strong
2	115	9	strong
3	75	0	strong
3	89	8	strong
2	99	5	strong
3	104	2	strong
3	106	9	strong
3	93	7	strong
6	98	12	strong
3	78	4	strong
3	57	6	strong
4	60	7	strong
3	28	2	strong
2	51	6	strong
7	76	19	strong
5	61	7	strong
3	60	0	strong
4	29	8	strong
2	85	5	strong
3	74	4	strong
3	186	10	strong
3	93	7	strong
2	98	8	strong
2	95	12	strong
5	68	8	strong
3	147	15	strong
2	129	10	strong
5	57	4	strong
3	115	10	strong
3	51	4	strong
3	91	0	strong
3	129	12	strong
3	33	1	strong
2	78	8	strong
3	61	6	strong
3	114	7	strong
4	58	0	strong
6	114	11	strong
3	99	5	strong
2	86	8	strong
6	64	4	strong
3	77	3	strong
2	128	14	strong
3	113	2	strong
3	63	8	strong
3	81	2	strong
4	87	7	strong
3	57	11	strong
3	119	5	strong
2	83	4	strong
2	123	10	strong
3	107	15	strong
5	122	13	strong
2	93	7	strong
3	197	6	strong
3	52	7	strong
2	51	2	strong
3	129	4	strong
2	65	11	strong
2	43	5	strong
3	39	4	strong
3	61	6	strong
3	118	10	strong
3	98	8	strong
6	208	14	strong
3	52	5	strong
3	65	5	strong
3	80	1	strong
2	122	8	strong
3	157	16	strong
3	31	2	strong
3	73	7	strong
3	74	5	strong
3	112	14	strong
3	97	8	strong
3	56	4	strong
2	90	1	strong
3	68	0	strong
5	98	14	strong
3	33	8	strong
3	73	11	strong
10	48	9	strong
3	114	25	strong
5	129	10	strong
6	86	4	strong
2	150	13	strong
6	141	17	strong
3	58	7	strong
2	83	8	strong
3	108	0	strong
2	89	7	strong
2	130	10	strong
4	90	6	strong
3	73	9	strong
3	133	13	strong
3	96	8	strong
3	121	3	strong
3	86	9	strong
3	115	10	strong
2	110	12	strong
2	56	7	strong
4	86	7	strong
4	113	4	strong
9	211	20	strong
3	110	4	strong
2	46	12	strong
3	67	4	strong
3	78	12	strong
3	63	3	strong
2	135	13	strong
2	50	5	strong
3	54	1	strong
3	39	1	strong
5	112	10	strong
4	130	15	strong
3	63	2	strong
3	58	8	strong
9	219	19	strong
3	32	6	strong
3	85	8	strong
4	109	8	strong
3	172	2	strong
3	93	0	strong
4	69	0	strong
3	103	8	strong
10	55	4	strong
2	37	0	strong
2	74	7	strong
3	33	6	strong
3	64	14	strong
2	99	8	strong
6	216	15	strong
3	112	6	strong
3	54	11	strong
6	156	16	strong
3	45	0	strong
3	128	9	strong
7	118	10	strong
3	64	4	strong
3	39	2	strong
2	47	6	strong
4	79	5	strong
3	95	7	strong
4	79	5	strong
5	111	5	strong
6	137	14	strong
2	79	7	strong
3	137	6	strong
3	164	2	strong
3	109	18	strong
3	47	0	strong
2	41	6	strong
3	118	8	strong
3	73	8	strong
4	44	8	strong
3	34	0	strong
5	97	13	strong
4	51	9	strong
6	166	14	strong
2	51	7	strong
4	97	9	strong
2	121	10	strong
2	75	4	strong
2	86	10	strong
3	89	5	strong
2	110	9	strong
2	158	18	strong
6	86	8	strong
3	57	2	strong
4	13	5	strong
3	47	5	strong
4	202	9	strong
3	96	9	strong
2	77	6	strong
6	144	11	strong
5	79	4	strong
6	204	10	strong
3	82	5	strong
4	202	11	strong
4	123	12	strong
3	84	9	strong
3	71	0	strong
4	101	10	strong
3	80	1	strong
4	47	5	strong
5	156	16	strong
3	93	7	strong
2	60	6	strong
3	98	6	strong
6	125	15	strong
4	79	6	strong
3	60	0	strong
3	36	0	strong
3	51	0	strong
2	77	14	strong
3	83	8	strong
2	87	12	strong
3	97	8	strong
3	105	11	strong
2	38	6	strong
4	95	11	strong
2	71	6	strong
3	129	13	strong
3	163	18	strong
2	121	5	strong
2	90	7	strong
3	134	25	strong
3	146	1	strong
3	86	10	strong
5	104	8	strong
2	129	5	strong
3	103	1	strong
6	70	12	strong
3	57	0	strong
5	201	18	strong
3	55	0	strong
7	101	14	strong
6	98	14	strong
4	78	7	strong
3	53	5	strong
2	72	8	strong
3	81	10	strong
3	136	25	strong
2	46	6	strong
2	122	7	strong
3	67	4	strong
3	78	14	strong
3	76	4	strong
2	72	7	strong
3	98	8	strong
3	93	5	strong
7	130	0	strong
3	39	3	strong
4	88	7	strong
3	78	10	strong
3	52	4	strong
4	91	3	strong
2	106	6	strong
2	90	0	strong
3	82	7	strong
2	78	4	strong
2	139	14	strong
3	35	0	strong
3	79	8	strong
6	115	15	strong
3	115	0	strong
3	68	8	strong
5	102	12	strong
6	108	15	strong
2	58	6	strong
3	174	1	strong
